PERSON ID,Source,Label,Target,OTHER NAMES,ETHNICITY/NATIONALITY,PHYSICAL DESCRIPTORS,LOCATION(S),BIOGRAPHICAL INFORMATION
P6,ABBA,MOTHER OF,NEPTUNE [ABBA'S SON],,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,HOUSEMATE OF,SALLY,,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,DOMESTIC PARTNER OF,HAZAT,,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,DOMESTIC PARTNER OF,LINCOLN,,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,DOMESTIC PARTNER OF,CUDJOE [JOHN RICKETT'S],,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,DOMESTIC PARTNER OF,NEPTUNE [THOMAS EMOTSON'S],,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,AFRICAN,,,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P6,ABBA,ANANSI STORYTELLER TO,VINE,,AFRICAN,,"EGYPT ESTATE (1758--1767)

BREADNUT ISLAND PEN (1767-1786)","Abba was an enslaved African young woman, first appearing in the diary in Februaryof 1758 when she was purchased by Thistlewood from a slave trader named John Parkinson for 46 pounds. Thistlewood intended for her to be a domestic worker, setting her to train in the cookroom with Egypt's housekeeper Phibbah, then hiring her out to other white neighbors throughout the parish.

Abba would have several domestic/sexual partners over the course of the twenty eight years she appears in the diaries. The first of these was Hazat, a driver who belonged to William Mould, an owner of a neighboring plantation. Another was Cudjoe, an enslaved fieldhand who belonged to John Rickett, one of Thistlewood's friends. A third was Neptune, an enslaved man who belonged to a Savanna la Mar tavern owner and another of Thistlewood's friends, Thomas Emotson. A fourth was Lincoln, the very first enslaved person Thistlewood ever purcahsed.

Abba was unique among the many enslaved women who appear in the diairies in the sense that was extremely fertile, having a total of thirteen pregnancies over the span of twenty eight years. Ten of these resulted in live births, one in a stillbirth. Of these ten children, six (Including Johnie, Neptune, Jenny, Mary)survived their first year of life  and four survived until at least 1786, the year of Thistlewood's death and the last year of the diary records.

Abba and her children's living arrangements fluctuated usually depending upon who her current sexual/domestic partner was, but for a period of time in 1767, she and Mary, Johnie and Neptune lived with Sally, a Congo woman who Thistlewood had first purchased as a 8 or 9 year old child in 1762.

Abba was known to tell the Anansi spider stories that she had learned from her homeland alongside Vine, an enslaved domestic woman and healer from a neighboring plantation called Cabaritta Estate.

Abba would be one of the enslaved people on Breadnut Island Pen who would go on to outlive Thistlewood following his death in 1786. In a 1787 appraisal of his human property, her age was described as ""unknown"", and she was valued at 40 pounds."
P7,PHIBBAH,MOTHER OF,JOHN,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,MOTHER OF,COOBAH,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,SISTER OF,NANCY,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,AUNT OF,DAVIE [NANCY'S SON],PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,AUNT OF,NANCY'S DAUGHTER,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,DOMESTIC PARTNER OF,PHIBBAH'S HUSBAND,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
P7,PHIBBAH,FRIEND OF,HOUSE FRANKE,PHIB; PHIBBAH,?,,"EGYPT ESTATE (?--1767)

PARADISE ESTATE

SALT RIVER ESTATE

BREADNUT ISLAND PEN (1767-1786)","Phibbah was the Afro-Creole housekeeper of Egypt Estate. She was owned by Molly Cope, the wife of John Cope, Thistlewood's employer. A prominent and influential figure among the broader enslaved communit, Phibbah often leveraged that influence to gain relative material and social benefits for herself, her children and her other loved ones.

Phibbah was very close with a sister named Nancy who lived on a neighboring plantation and very frequently visited her.

Phibbah had an unnamed enslaved husband, but this relationship was soon displaced by the sexual/domestic relationship she would strike up with Thistlewood that would last for over three decades, ending only in his death in 1786. Although he was never monogamous, Thistlewood referred to Phibbah as his ""wife"".

The diaries depict Phibbah as having three confirmed pregnancies/children. The first was a daughter named Accubah [unknown date of birth and father; also called Coobah and later Jenny Young], a stillborn boy [with John Cope, born ] and John [her son with Thistlewood who lived to the age of 20].

Phibbah had a tight knit circle of friends, most of whom were enslaved women domestic laborers. These included her sister Nancy, her daughter Accubah, domestic laborer and healer Vine, and domestic laborer House Franke. Following the birth of her son John in 1760, she also became very close friends with an enslaved field woman of Egypt estate called Egypt Lucy who served as John's wetnurse. Phibbah often visited with Egypt Lucy, cared for her son Little Quashe when he was will. She also brought Egypt Lucy into the agricultural co-op network that she had formed with her sister, daughter and other friends. Together, the six women pooled the money and resources they earned through the selling of goods they raised from their provison grounds, their raising of livestock, and from sewing work they were contracted to perform for whites. They intended the funds to be used to purchase at least one of each other's freedom.

Phibbah was a very prosperous businesswoman and in 1769, she along with Egypt Lucy, and House Franke gave Thistlewood a 27 pound loan to help him in his transition from Egypt's overseer to an independent penkeeper of a property called Breadnut Island Pen-- a loan that he would return about a year or so later. It was one of several loans she would give to them him throughout their relationship.

Phibbah outlived Thistlewood, and was granted her freedom following his death in 1786."
